product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
118716,212,48,85.2445612531,115.6435823075,97.9303354694,0.8605590529,4.6666666667,1.13,0.64
118697,212,48,80.6478585088,100.9888970947,84.6029917395,0.7722332417,18.6666666667,0.73,0.378182
118701,212,48,106.214700521,105.5199078085,110.3286867625,0.7780256692,23,0.839412,0.426957
118694,212,48,117.9933338566,75.588496146,108.8633669614,0.8764965202,18.3333333333,0.731667,0.37
118698,212,48,120.6447506753,100.9888970947,84.6029917395,0.7722332417,12.3333333333,0.7345,0.392
118706,212,48,109.6654007113,86.8543153255,96.11509848,1.0060772548,12.6666666667,0.764091,0.374091
118711,212,48,103.2547297919,85.0929548963,105.9258594342,0.8704677506,6.3333333333,0.796667,0.401111
118707,212,48,113.2383031267,91.187667291,86.1707528809,0.9910811293,17,0.795833,0.377895
118693,212,48,88.1103707842,98.1308274647,84.6665738265,0.7854044635,8,0.702121,0.374848
118708,212,48,102.1299243627,94.8453243301,84.9794353177,0.8655395075,15.3333333333,0.797543,0.376158
118717,212,48,99.7044590186,75.1491333052,123.9177429186,1.2068214863,12,1.1312,0.6064
118695,212,48,75.0592806446,122.4131692674,81.7086283506,1.0324973864,8.3333333333,0.715,0.336667
118715,212,48,120.7425041695,81.5660300345,93.4387957433,0.8495056767,5.3333333333,1.13,0.59
118699,212,48,78.355112938,102.5376907934,120.0029109578,1.1394082163,11.3333333333,0.735385,0.392353
118714,212,48,106.0945215723,75.8898739167,82.6073141422,1.1237530402,4,1.13,0.6
