product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
118715,212,48,120.7425041695,81.5660300345,93.4387957433,0.8495056767,5.3333333333,1.13,0.59
118694,212,48,117.9933338566,75.588496146,108.8633669614,0.8764965202,18.3333333333,0.731667,0.37
118704,212,48,83.2337317146,109.1656313808,78.5553753741,0.9723928633,11.6666666667,0.785294,0.392353
118716,212,48,85.2445612531,115.6435823075,97.9303354694,0.8605590529,4.6666666667,1.13,0.64
118700,212,48,85.8629725006,79.7287188531,105.8335290903,0.9591183742,42,0.785714,0.366154
118695,212,48,75.0592806446,122.4131692674,81.7086283506,1.0324973864,8.3333333333,0.715,0.336667
118709,212,48,93.3779722964,95.1989037472,77.2804651043,0.7953790912,15,0.763333,0.352353
118711,212,48,103.2547297919,85.0929548963,105.9258594342,0.8704677506,6.3333333333,0.796667,0.401111
118699,212,48,78.355112938,102.5376907934,120.0029109578,1.1394082163,11.3333333333,0.735385,0.392353
118697,212,48,80.6478585088,100.9888970947,84.6029917395,0.7722332417,18.6666666667,0.73,0.378182
118696,212,48,116.0221022608,90.8532032413,104.0576066252,1.1574457683,12,0.727083,0.357083
118702,212,48,92.9355602731,124.7847349215,121.0955985385,1.1649690512,70,0.81,0.382895
118703,212,48,113.4004679116,76.6744898554,122.3094264982,1.0433321352,67.3333333333,0.811389,0.392465
118706,212,48,109.6654007113,86.8543153255,96.11509848,1.0060772548,12.6666666667,0.764091,0.374091
118693,212,48,88.1103707842,98.1308274647,84.6665738265,0.7854044635,8,0.702121,0.374848
