product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
30713,212,35,78.2055211078,97.863610606699993,97.863610606699993,0.9786361061,1,33.987045,14.547045
32858,212,35,103.8842624637,83.3847328417,92.3409099598,0.929073539,10,15.392857,8.829384
103983,212,35,101.8984354706,87.0467750589,84.7268623967,1.2118041644,1.6666666667,9.235294,8.974265
22064,212,35,117.0447333241,80.8607055647,120.8853018356,0.7951699271,7.6666666667,15.577782,9.948953
21823,212,35,117.9933338566,75.588496146,108.8633669614,0.8764965202,11.6666666667,15.276304,8.174063
21825,212,35,117.0703444248,118.7645736073,102.1348181897,0.8047672488,7,15.120002,5.557501
24214,212,35,121.9562305638,98.9439590597,89.9113464068,0.9795953366,4.3333333333,15.390004,6.425221
21824,212,35,116.0221022608,90.8532032413,104.0576066252,1.1574457683,7.6666666667,14.973333,7.591111
32857,212,35,123.9525060036,112.4101267939,76.6519186396,0.8264382231,2.6666666667,16.25,10.642857
21822,212,35,91.1509015275,105.6579715096,98.1012892427,0.8406324317,11.6666666667,15.246135,5.748333
22063,212,35,97.2764944697,77.6989341949,121.9455938502,1.2007507043,4.3333333333,15.217785,8.413337
103984,212,35,99.5905004712,76.3190760485,76.682399851,1.0710020892,3.6666666667,9.235294,9.235294
28643,212,35,80.3414268851,113.2683075054,103.5742897492,1.0517256947,14.3333333333,14.939252,8.326324
32855,212,35,102.4078914208,90.7717594402,75.5730122939,0.9724109598,5.3333333333,14.696272,7.5625
19493,212,128,89.0187964771,87.0051515033,79.7667450239,0.9493675516,50,1.088966,0.594286
31266,212,128,76.4849584757,117.0703444248,118.7645736073,1.0213481819,54.3333333333,1.087,0.618
19494,212,128,105.4230768829,104.0746163033,87.4550677319,0.7668239985,18.6666666667,1.115455,0.627273
19495,212,128,110.8653120777,90.1633203485,109.6654007113,0.8685431533,32,1.089286,0.606429
19497,212,128,84.8581294054,124.6683837811,97.5422567073,0.9411118495,30,1.064615,0.554615
19492,212,128,116.5335391782,83.3107217783,112.9587596385,0.90318357,29.3333333333,1.077037,0.593704
