product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
28643,212,35,80.3414268851,113.2683075054,103.5742897492,1.0517256947,14.3333333333,14.939252,8.326324
32855,212,35,102.4078914208,90.7717594402,75.5730122939,0.9724109598,5.3333333333,14.696272,7.5625
32857,212,35,123.9525060036,112.4101267939,76.6519186396,0.8264382231,2.6666666667,16.25,10.642857
24214,212,35,121.9562305638,98.9439590597,89.9113464068,0.9795953366,4.3333333333,15.390004,6.425221
21823,212,35,117.9933338566,75.588496146,108.8633669614,0.8764965202,11.6666666667,15.276304,8.174063
113790,212,35,88.7958955049,118.1959180595,104.0378582467,0.9672084059,2.3333333333,16.524194,7.798387
113792,212,35,85.3268939281,113.5329608936,106.1450847445,0.8604198055,1.3333333333,15.924051,7.639241
21822,212,35,91.1509015275,105.6579715096,98.1012892427,0.8406324317,11.6666666667,15.246135,5.748333
30713,212,35,78.2055211078,97.863610606699993,97.863610606699993,0.9786361061,1,33.987045,14.547045
103984,212,35,99.5905004712,76.3190760485,76.682399851,1.0710020892,3.6666666667,9.235294,9.235294
101120,212,35,116.0953434146,84.7268623967,121.1804164409,0.8633529297,6.3333333333,14.44898,10.785
101119,212,35,76.9939594069,116.5847374785,123.0570605528,0.7672573959,5.6666666667,15.766667,11.722222
103983,212,35,101.8984354706,87.0467750589,84.7268623967,1.2118041644,1.6666666667,9.235294,8.974265
32858,212,35,103.8842624637,83.3847328417,92.3409099598,0.929073539,10,15.392857,8.829384
31270,212,128,92.9355602731,124.7847349215,121.0955985385,1.1649690512,33.6666666667,1.10186,0.638837
31266,212,128,76.4849584757,117.0703444248,118.7645736073,1.0213481819,54.3333333333,1.087,0.618
19492,212,128,116.5335391782,83.3107217783,112.9587596385,0.90318357,29.3333333333,1.077037,0.593704
31269,212,128,88.7729731913,120.0029109578,113.9408216282,0.9234090996,37.3333333333,1.0375,0.586111
19493,212,128,89.0187964771,87.0051515033,79.7667450239,0.9493675516,50,1.088966,0.594286
