product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
22064,212,35,117.0447333241,80.8607055647,120.8853018356,0.7951699271,7.6666666667,15.577782,9.948953
101120,212,35,116.0953434146,84.7268623967,121.1804164409,0.8633529297,6.3333333333,14.44898,10.785
32855,212,35,102.4078914208,90.7717594402,75.5730122939,0.9724109598,5.3333333333,14.696272,7.5625
101119,212,35,76.9939594069,116.5847374785,123.0570605528,0.7672573959,5.6666666667,15.766667,11.722222
32857,212,35,123.9525060036,112.4101267939,76.6519186396,0.8264382231,2.6666666667,16.25,10.642857
21822,212,35,91.1509015275,105.6579715096,98.1012892427,0.8406324317,11.6666666667,15.246135,5.748333
113792,212,35,85.3268939281,113.5329608936,106.1450847445,0.8604198055,1.3333333333,15.924051,7.639241
113790,212,35,88.7958955049,118.1959180595,104.0378582467,0.9672084059,2.3333333333,16.524194,7.798387
30713,212,35,78.2055211078,97.863610606699993,97.863610606699993,0.9786361061,1,33.987045,14.547045
21823,212,35,117.9933338566,75.588496146,108.8633669614,0.8764965202,11.6666666667,15.276304,8.174063
32858,212,35,103.8842624637,83.3847328417,92.3409099598,0.929073539,10,15.392857,8.829384
24214,212,35,121.9562305638,98.9439590597,89.9113464068,0.9795953366,4.3333333333,15.390004,6.425221
21825,212,35,117.0703444248,118.7645736073,102.1348181897,0.8047672488,7,15.120002,5.557501
28643,212,35,80.3414268851,113.2683075054,103.5742897492,1.0517256947,14.3333333333,14.939252,8.326324
31270,212,128,92.9355602731,124.7847349215,121.0955985385,1.1649690512,33.6666666667,1.10186,0.638837
19492,212,128,116.5335391782,83.3107217783,112.9587596385,0.90318357,29.3333333333,1.077037,0.593704
19495,212,128,110.8653120777,90.1633203485,109.6654007113,0.8685431533,32,1.089286,0.606429
19493,212,128,89.0187964771,87.0051515033,79.7667450239,0.9493675516,50,1.088966,0.594286
31267,212,128,114.0779148059,104.6284040544,107.4699724121,1.0573734473,46,1.079583,0.610606
19497,212,128,84.8581294054,124.6683837811,97.5422567073,0.9411118495,30,1.064615,0.554615
31269,212,128,88.7729731913,120.0029109578,113.9408216282,0.9234090996,37.3333333333,1.0375,0.586111
32794,212,348,117.0703444248,118.7645736073,102.1348181897,0.8047672488,18,1.02,0.612857
32792,212,348,116.0471382554,106.5550346794,91.8164191182,1.0585707383,14.3333333333,1.08,0.609677
32809,212,348,95.5734578063,87.7453468175,87.1758881355,1.0027522905,13,1.1275,0.5675
32812,212,348,113.7608149421,121.3537387774,115.7450823979,0.7514913331,27,1.368571,0.738286
32801,212,348,116.4763319471,98.1459177372,78.8122818629,0.8034142689,28.3333333333,1.0545,0.499
32798,212,348,88.9907736786,100.275229053,112.2779813092,1.1560711281,25.3333333333,1.101786,0.563889
32814,212,348,120.0029109578,113.9408216282,92.3409099598,0.929073539,22.6666666667,1.412727,0.844091
32813,212,348,82.1123791183,123.7117573565,98.8079131115,1.2470187264,28.6666666667,1.368889,0.730556
32810,212,348,85.1571153188,77.5085492083,107.2759201455,0.9523544993,17.6666666667,1.139375,0.619375
32805,212,348,103.5701297345,87.7453468175,87.1758881355,1.0027522905,25.6666666667,1.138148,0.623684
32788,212,348,81.0333554962,102.5309286743,97.0099747941,0.8549256223,21.6666666667,1.1176,0.606
32808,212,348,117.9864222596,83.2337317146,109.1656313808,0.7855537537,15.6666666667,1.162105,0.621579
32821,212,348,109.4442205402,92.5618744725,123.7117573565,0.9880791311,6,4.38,2.726667
32811,212,348,123.3029965571,92.9355602731,124.7847349215,1.2109559854,28.3333333333,1.148696,0.681304
32804,212,348,104.7255426188,100.5009253372,95.213532877,1.0677355078,36.3333333333,1.08,0.5505
32782,212,348,124.397648346,85.1571153188,77.5085492083,1.0727592015,28,1.1024,0.642
32796,212,348,77.5148749025,121.0955985385,116.4969051167,0.8436904369,29,1.090588,0.638824
32790,212,348,77.4188719146,78.1723917638,117.2210925763,0.9481937346,21,1.097857,0.594286
32820,212,348,103.6288369671,113.1789387354,102.0710343947,1.1257432557,8.3333333333,4.268125,2.640625
32818,212,348,93.740187772,94.3778147555,101.4574097725,1.1520515233,13,4.38,2.477333
32784,212,348,118.8046634445,80.607950132,79.2753780253,0.7834419882,22.3333333333,1.083778,0.589111
32817,212,348,95.8448454395,99.5528173443,123.3029965571,0.9293556027,11.3333333333,4.379167,2.493636
32789,212,348,112.8694365858,120.0680780174,91.8164191182,1.0585707383,19,1.105652,0.613913
32822,212,348,115.9903098033,114.4831958067,118.8046634445,0.8060795013,8,4.378182,2.614545
32786,212,348,101.485310747,93.2190583843,92.9374184402,1.1000225391,27,1.097143,0.593571
32783,212,348,112.1058638718,92.8454089264,90.4792668102,1.159903098,37,1.103333,0.653333
32793,212,348,83.3847328417,92.3409099598,92.907353904,0.9335840726,19.6666666667,1.144107,0.716
32803,212,348,97.8059824488,77.1064328671,111.992537933,1.198402063,24.6666666667,1.135577,0.672105
32802,212,348,95.2940792157,100.2970206885,86.8543153255,0.9611509848,31.6666666667,1.062941,0.591
32795,212,348,93.2735948914,79.3650743433,101.8984354706,0.8704677506,19,1.178889,0.783333
34536,212,371,91.335617165,84.6718167446,79.8170557222,0.7668239985,96.3333333333,1.213363,0.617788
